Indel	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
INS-C_1_0	0.0	7.05509155523e-05	0.0	0.000330426788423	0.0	0.0	0.00118723942433	0.0	0.0	0.0	0.0	0.000336099998094	0.000730982108507	0.0	0.000935402000323	0.0	0.00121110188775	0.000504577066749	0.0	2.37659296545e-05	0.000412321853219	0.000594465294853	0.0	0.00121082842816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000222761867917	0.0	0.0	0.0	0.00015952665126	0.00100124406163	0.0	0.0	0.000645621796139	0.00127878447529	0.0
INS-C_1_1	0.000135035894345	0.0	0.0	0.000606772839092	0.0	0.0	7.72498242441e-05	0.000219117646338	8.82865788299e-05	0.0	0.0	0.000179146270966	0.000568544084672	0.000318376871292	0.000361213780707	0.0	6.03421794949e-05	0.000362199207302	0.0	0.0	0.000588868104387	0.000709760875907	0.0	0.000712493318133	0.000543693953659	0.000179449663847	0.0004292637459	0.0	0.000197444343939	0.0	9.3436705356e-05	0.0	0.000227392985835	0.000565743190236	0.000271027209237	0.0	0.000598630867898	0.0	0.00053661497077	0.0	0.000205893564271	0.0
INS-C_1_2	0.0	0.0	0.0	0.000303523760522	0.0	0.0	1.38993982546e-06	9.98996256385e-05	0.0	0.0	0.0	8.35035243654e-05	0.000276445236523	0.00012588899699	0.000110493478132	0.0	0.000163063028594	0.000204539683182	0.0	0.0	0.000443846161943	0.000406623468734	0.0	0.000439144001575	0.000328658032231	1.36658200063e-05	0.000359277561074	0.0	8.33933008835e-05	0.0	2.54418300756e-05	0.0	0.000127998617245	0.000253457343206	0.000233176135225	0.0	0.000261340755969	0.0	0.000259102554992	0.0	4.2144129111e-05	0.0
INS-C_1_3	0.0	0.0	0.0	4.55416084151e-05	0.0	0.0	0.0	3.47882523783e-05	0.0	0.0	0.0	0.0	2.79482374026e-05	0.0	0.0	0.0	0.000281875574728	0.00018076498236	0.0	0.000106147926999	0.000389750814065	0.000250907614827	0.0	0.000241227360675	0.000182815565495	0.0	0.000332764524501	0.0	1.30724993141e-05	0.0	0.0	0.0	5.09490528202e-05	0.000114973372547	0.000366685562767	0.0	9.96570088319e-05	0.0	0.0	0.0	0.0	0.0
INS-C_1_4	0.0	8.13814476714e-05	1.84460623132e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.97954741959e-05	0.0	0.0	0.0	0.0	0.0	0.000474105996545	0.000637733901385	0.0	0.00068185798591	0.000686391955242	0.000340506143402	0.0	0.000241415458731	0.000515659165103	0.000440602831077	0.000578837702051	0.0	0.0	0.0	0.0	0.0	2.05122360057e-05	0.0	0.000961575831752	0.000413853558712	0.000331282004481	0.0	0.0	0.0	0.000129613879835	0.0
INS-C_1_5+	0.0	0.00036083595478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000296111102216	0.0	0.0	0.0	0.0	0.0	0.0	0.00125201873016	0.00326756807044	0.0	0.00324326637201	0.00197906699032	0.00178523431532	0.0	0.000684187747538	0.00246051908471	0.00227229855955	0.00158212054521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321362982504	0.00399849005044	0.00102883391082	0.0	0.0	0.0	0.000137929193443	0.0
INS-T_1_0	0.0	1.14084905363e-05	0.0	0.0	0.0	0.0	4.61210256617e-05	1.88410158444e-05	0.0	0.0	0.0	0.0	0.000101218669442	0.0	0.000123385136249	0.0	0.000444175850134	5.90186864429e-05	0.0	0.000287300557829	0.000555604929104	0.000260337663349	0.00023549850448	0.000414307869505	0.0	0.0	0.0002255847794	0.000272542412858	0.0	0.0	0.0	0.0	1.05194785647e-05	0.00015456325491	0.000319990736898	0.0	8.98406506167e-05	0.0	0.0	0.0	0.000369331071852	0.0
INS-T_1_1	0.000141816068208	0.0	0.0	0.000612763280515	0.0	0.0	0.0	0.000380996149033	0.0	0.0	0.0	0.000542655412573	0.000729325867724	0.00055686669657	0.000429900217569	0.0	0.000243729533395	0.000359957455657	0.0	0.0	0.00087126949802	0.000966905674431	0.0	0.000795671832748	0.000517789099831	0.000434471236076	0.000430547515862	0.0	0.000243764137849	0.0	2.17828674067e-05	0.000126650440507	0.000216679938603	0.00053212227067	0.00064640911296	0.0	0.000453125248896	0.0	0.000885194051079	0.0	0.000748176244088	0.0
INS-T_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.098514349e-05	0.000302482891129	0.0	0.00020718970336	0.0002914207289	0.0	2.01698640012e-06	0.00125791388564	0.00105309707578	0.0	6.7785178544e-05	0.000609391427133	0.00045591685921	0.000328335940139	0.0	0.0	0.0	0.0	0.0	0.000490952515975	0.000719043251593	0.000804421550129	0.000258320767898	0.000536730396561	0.0	0.0	0.0	0.000378488533897	0.0
INS-T_1_3	0.0	0.0	0.0	8.0718996287e-07	0.0	0.0	0.0	7.95995583758e-06	0.0	0.0	0.0	0.0	5.73473334953e-05	0.0	0.000320415565511	0.0	0.000422181357862	0.000333660340402	0.0	0.000289176154183	0.000794166349806	0.000707371160388	0.0	0.000447313999757	0.000248467316851	0.000145924292156	0.000403068959713	0.000229856275837	0.0	0.0	0.0	0.0	0.000284322188236	0.000499886344187	0.000437940383563	7.31479376554e-05	0.000471742561786	0.0	0.0	0.0	0.00046678390936	0.0
INS-T_1_4	0.0	0.000520059315022	0.0	0.000294531462714	0.0	0.0	0.00149565294851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000718731433153	0.0	0.00116314250045	0.000843317480758	0.0	0.00143392966129	0.000951973255724	0.000976720941253	0.000280330539681	0.00103966216557	0.0	0.00012829467596	0.000566413393244	0.000939610821661	0.0	0.000702462682966	0.0	4.5824173867e-05	0.0	0.000888813694473	0.00056465290254	0.00087169703329	0.00147072074469	0.0	0.0	0.0	0.00127199164126	0.0
INS-T_1_5+	0.0	0.0067519498989	0.0	0.0	0.0	0.00510059949011	0.0128310984001	0.0	0.0	0.0030719442293	0.0	0.0	0.0	0.0	0.0	0.0	0.00432106480002	0.0385080836713	0.0	0.0234491303563	0.0157655999064	0.0306573119015	0.0	0.00266110035591	0.0318356901407	0.0270958058536	0.0179475694895	0.0292224250734	0.0	0.0220184288919	0.0	0.0	0.0	0.00451766466722	0.0285019315779	0.0425164625049	0.0243282485753	0.0	0.0	0.0	0.0137589825317	0.0
DEL-repeats_2_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000161320815096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000257745909039	0.000234655919485	4.69369006169e-05	0.000240400026087	0.000377467833459	7.26624712115e-05	8.21399735287e-05	0.000391964160372	0.000270910939435	6.94685877534e-05	0.000496527180076	0.0	0.0	0.0	0.0	0.0	0.0	3.08694470732e-05	0.000593538628891	0.0	0.0	0.0	0.0	0.000150332372868	0.000126712984638	0.000191567378351
DEL-repeats_2_1	0.000150602456415	0.0	0.000171822175616	0.0	0.0	0.0	0.0	0.000494453299325	0.0	0.0	0.0	0.0	0.0	0.0	0.000366535008652	0.000108016320155	0.0	0.000333617412252	0.000138529212563	0.000466609984869	0.000607731286436	0.0	0.000239806060563	0.00118551694322	0.000783327152021	0.000392714806367	0.000889060669579	0.0	0.000104934035335	0.000379286415409	0.0	0.0	0.0	0.000234511928284	0.00125671969727	0.000742197444197	0.0	0.0	0.0	0.000727807520889	0.00050822441699	0.000704809441231
DEL-repeats_2_2	4.1724582843e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.52816592669e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000269678072073	0.000237201689743	0.0	0.000469365797471	0.000540665641893	7.28534650989e-05	0.0	0.000540544744581	0.000349830894265	0.000221347741899	0.000651874230243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000730717903934	0.000167762220372	0.0	0.0	0.0	0.0	9.38763769227e-05	0.00017799831403
DEL-repeats_2_3	0.00106001005042	0.0	0.0	0.0	0.0	0.0	0.0	0.000155544432346	0.0	0.0	0.0	0.0	0.0	0.0	6.1958853621e-06	0.0	0.00126696575899	0.00162771821488	0.0	0.00260874908417	0.00210080272518	0.0010274075903	0.0	0.00150342367124	0.00123327830806	0.00254561332986	0.00261718477122	0.0	0.0	0.0	0.0	0.0	0.000343320367392	0.0	0.00251484359615	0.00292616616935	0.000444687262643	0.0	0.0	0.0	0.0	0.0
DEL-repeats_2_4	0.000250317185419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000526074785739	0.00128504354507	0.0	0.00183397391811	0.00103376421612	0.000728818704374	0.0	0.000748740392737	0.000893406686373	0.00139536417555	0.0013952285517	0.0	0.0	0.0	0.0	0.0	0.000377714983188	0.0	0.00150149478577	0.00183419510722	0.000593540025875	0.0	0.0	0.0	0.0	7.40523537388e-05
DEL-repeats_2_5+	0.000131707201945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000419479038101	0.0	0.0	0.0	0.0	5.73961588088e-05	0.0	0.000420631491579	0.00221017468721	0.0	0.0026596437674	0.000877472921275	0.000574253033847	0.0	0.000868258415721	0.00148145866115	0.00195007573348	0.00152543722652	1.87083605852e-05	0.0	0.0	0.0	0.0	0.000766053271946	0.0	0.00162296835333	0.0026760562323	0.00104010885116	0.0	0.0	0.0	0.0	0.00039800349623
DEL-repeats_3_0	0.0	0.0	0.0	4.08078412875e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76544594474e-05	3.39251528203e-05	3.52273218596e-07	0.0	0.0	0.000354231364327	8.14814702608e-05	8.31239449326e-05	0.000125302525703	0.000277597282548	6.52730741422e-05	1.82065068657e-05	0.000202573617571	0.0	0.0	0.000295167963486	3.51958624378e-05	0.0	0.0	0.0	0.0	0.0	2.47227981163e-05	0.000226642427151	0.0	0.0	0.0	3.31920200551e-05	8.05349627626e-05	0.0	3.02371154248e-05
DEL-repeats_3_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000245326547883	0.0	0.0	0.0	0.0	0.0	0.0	2.87699804176e-05	0.0	0.0	0.000329582951963	0.0	0.000600358995143	0.000477187568322	0.000149979518028	0.0	0.000834088597912	0.000477658613818	0.000260484172031	0.000677918782458	0.0	0.0	0.0	0.0	0.0	0.000171879510162	0.00015371387417	0.00074926065281	0.000565783760976	0.000149682193296	0.0	0.0	0.000137599054142	0.0	0.000326673325617
DEL-repeats_3_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72333379346e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000238994849497	0.000197736837436	0.0	0.000264238304226	0.000383870908991	0.000133948255097	0.0	0.000385138031561	0.000129920212203	0.0	0.000451036961749	0.0	0.0	0.0	0.0	0.0	6.72846654197e-05	0.0	0.000408193649491	0.0	7.31659456505e-05	0.0	0.0	0.0	0.0	3.40600709023e-05
DEL-repeats_3_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.80679033091e-07	0.0	0.0	3.17435587931e-05	0.0	0.0	0.0	0.000268038187642	0.000223600945901	2.80760177702e-05	0.000228308490478	0.000403442740208	0.000142561824759	0.0	0.0002389352303	0.000203536823392	6.30663853372e-05	0.000379087694455	0.0	0.0	0.0	0.0	0.0	0.000131450869958	0.0	0.000390572124161	0.0	8.09301054687e-05	0.0	0.0	0.0	0.0	0.0
DEL-repeats_3_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000255778519204	0.000206892349524	0.0	0.000170789106051	0.00027107304777	7.06947321305e-05	0.0	0.000232099191635	7.10738895577e-05	0.0	0.000300091865938	0.0	0.0	0.0	0.0	0.0	4.7228866606e-05	0.0	0.000261316192336	0.0	5.05149873788e-05	0.0	0.0	0.0	0.0	9.72888301476e-07
DEL-repeats_3_5+	0.0	1.57502945513e-05	0.0	0.0	0.0	0.0	0.0	6.29984715488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000234774081036	0.000222310147365	0.0	0.000157806731295	0.000240644076257	8.25442621135e-05	0.0	0.000260209082626	5.34231294296e-05	0.0	0.000313665746944	0.0	2.76515165751e-05	0.0	0.0	0.0	2.94073342957e-05	0.0	0.000250858982326	0.0	3.3764183172e-05	0.0	0.0	0.0	0.0	7.96013046056e-06
DEL-repeats_4_0	0.0	0.0	5.20084540767e-06	4.45971345471e-05	0.0	1.44091345646e-05	0.0	1.36469680001e-05	0.0	0.0	0.0	1.13683836389e-05	1.65713681781e-05	0.0	0.0	3.94779090129e-05	0.000291077973088	6.49033609079e-05	2.85472797259e-05	7.42473421269e-05	0.000279029336525	0.000100231576653	9.34656054596e-06	0.00023116968805	1.74704073288e-05	0.0	0.000258969375864	0.0	0.0	0.0	0.0	0.0	0.0	2.95525460388e-05	0.000266838062089	0.0	0.0	0.0	2.09075988096e-05	8.78069186001e-05	0.0	3.60639314749e-05
DEL-repeats_4_1	0.0	1.46083693835e-05	0.0	0.0	0.0	0.0	0.0	0.000177822890691	0.0	0.0	3.79175398848e-05	0.0	0.0	0.0	0.0	0.0	7.46415025787e-05	0.000166319034179	0.0	0.000214943720493	0.000321666855598	0.000155014015036	0.0	0.000480163667817	0.000243829621468	0.0	0.000390929053538	0.0	0.0	0.0	0.0	0.0	8.6170679424e-05	6.02510808676e-05	0.000439982919488	0.0	6.72294190736e-05	0.0	0.0	7.35352368793e-05	0.0	8.78337305039e-05
DEL-repeats_4_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84627676592e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000211080725421	0.000146325328387	1.27896237245e-05	0.000131347507704	0.000351321621565	0.000114156217023	0.0	0.000250343175139	0.000140342701343	0.0	0.000327266316162	0.0	0.0	0.0	0.0	0.0	9.47192311287e-05	0.0	0.000354916992364	0.0	8.47633782541e-06	0.0	0.0	2.04804437089e-05	0.0	0.0
DEL-repeats_4_3	0.0	2.78079805867e-05	0.0	0.0	9.25123822526e-06	0.0	0.0	2.69898264378e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000249129661825	0.000150721345562	4.49768958788e-06	0.000132102475618	0.000266208371613	5.4849046137e-05	0.0	0.000234599399846	5.57807143196e-05	0.0	0.00028005198692	0.0	0.0	0.0	0.0	0.0	4.2850497266e-05	0.0	0.000250396638876	0.0	7.92585342424e-06	0.0	0.0	0.0	0.0	0.0
DEL-repeats_4_4	0.0	3.73859584215e-05	0.0	0.0	0.0	0.0	0.0	3.38221434504e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000267580151558	0.000165116449352	0.0	0.000123566627735	0.000261064822553	4.00677490688e-05	7.44614999348e-06	0.000235003055423	2.69593438134e-05	0.0	0.000275015336229	0.0	1.64704306371e-06	0.0	0.0	0.0	1.02337444332e-05	0.0	0.000211475795368	0.0	0.0	0.0	0.0	0.0	0.0	4.77748471894e-07
DEL-repeats_4_5+	0.0	3.55765223503e-07	0.0	0.0	0.0	0.0	0.0	1.47985047079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000279798870906	0.000185366734513	3.51548442268e-06	0.000122870871564	0.000255580816884	4.76409295516e-05	0.0	0.000196546898223	4.32702436228e-05	0.0	0.000266003800789	0.0	0.0	0.0	0.0	0.0	2.45791034104e-05	0.0	0.000242532754783	0.0	6.42999293632e-06	0.0	0.0	0.0	0.0	4.81248207507e-07
DEL-repeats_5+_0	0.000242306268774	0.0	0.00065777474083	0.0	0.0	0.000113670685096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004161427496	0.0	0.000345603300957	0.000273784564342	0.0	0.000162173892022	0.0	0.000519818277098	0.000640622223727	0.000501183792949	0.000656661461107	0.0	0.0	0.000652022194117	0.000574100820813	0.0	7.8190700151e-05	1.51886069943e-06	0.0	0.0	0.000819525041152	0.000306584406644	0.0	0.0	0.0	0.000720884185284	0.000450549356174	0.000164752680575	0.0
DEL-repeats_5+_1	8.23270456749e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000145428013639	0.0	0.0	0.0	0.0	0.000124748985399	0.0	0.0	0.0	0.000326738721924	0.000187429017387	3.93864793296e-05	0.000137915209052	0.00038213172229	0.000102716767287	0.0	0.000367198139429	8.94636614248e-05	6.94032205502e-05	0.000400769291446	0.0	0.0	0.0	0.0	0.0	0.000111066095997	0.0	0.000412179040723	0.0	0.0	0.0	0.0	2.75917791441e-05	0.0	0.0
DEL-repeats_5+_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95886004803e-05	0.0	0.0	0.0	0.0	3.45158150594e-05	0.0	0.0	0.0	0.000277340266621	0.000157325950568	3.85363709938e-05	0.000141239259392	0.000274717953289	4.33941895608e-05	0.0	0.000233079481404	7.71067643655e-05	0.0	0.000286135677015	0.0	0.0	0.0	0.0	0.0	3.35970944434e-05	0.0	0.000261954031885	0.0	0.0	0.0	0.0	9.5888353826e-06	0.0	0.0
DEL-repeats_5+_3	0.0	1.91294075194e-05	0.0	0.0	0.0	0.0	0.0	2.23573042604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000274790945696	0.000141326454468	3.12259180646e-06	8.89823058969e-05	0.000250639306614	3.62842984032e-05	0.0	0.000193136511371	3.02212611132e-05	0.0	0.00026488842559	0.0	0.0	0.0	0.0	0.0	1.25147998915e-05	0.0	0.000217615015572	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEL-repeats_5+_4	0.0	2.56279308815e-05	0.0	0.0	0.0	0.0	0.0	1.52654829435e-05	0.0	0.0	5.5587170209e-06	0.0	0.0	0.0	0.0	0.0	0.000274657300906	0.000130598898977	0.0	6.23760206508e-05	0.000244532217039	3.02109328914e-05	1.55150701175e-06	0.000188912294107	1.20687218441e-05	0.0	0.000258986954577	0.0	0.0	0.0	0.0	0.0	2.2433414415e-06	0.0	0.000211045073229	0.0	0.0	0.0	0.0	8.55176949699e-07	0.0	0.0
DEL-repeats_5+_5+	0.0	2.4825490982e-05	0.0	0.0	3.36366656484e-06	0.0	5.64040419704e-06	2.03537820198e-06	0.0	0.0	0.0	0.0	1.29168427065e-06	0.0	0.0	0.0	0.000277647282928	0.000125673599541	8.19387241791e-06	6.36933618807e-05	0.000242805253947	2.1197800379e-05	1.15620950965e-05	0.000184974152944	1.42748831422e-05	0.0	0.000254769023741	0.0	0.0	0.0	0.0	8.89521743375e-07	8.60687850945e-06	0.0	0.000194324296899	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INS-repeats_2_0	0.0	0.0	0.0	0.0	0.0	2.65356757154e-05	3.27687012032e-05	0.0	0.0	2.3454103939e-05	0.0	0.0	2.43439390033e-05	0.0	0.0	0.0	0.000332724361215	0.0002254434512	0.0	0.000157653499627	0.000365720654372	9.06812929315e-05	1.59112369147e-05	0.000299190665828	0.0	0.0	0.000207673219847	6.51031004963e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00019269232871	0.0	7.9318160715e-05	0.0	0.0	7.65667718952e-05	1.97208501049e-05	0.0
INS-repeats_2_1	0.0	0.0	0.0	4.22465782322e-05	0.0	0.0	0.0	5.95072924625e-05	0.0	1.31054657686e-05	0.0	1.60958697961e-05	1.46268612298e-05	0.0	0.0	0.0	0.000354860385414	0.000112749279651	0.0	0.000115566552267	0.000252458063187	9.19085505302e-05	0.0	0.000117992873129	1.87872865354e-06	0.0	0.000276090140687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000221192341996	0.0	0.0	0.0	0.0	4.76169625472e-05	0.0	5.4195363191e-05
INS-repeats_2_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58444922313e-05	0.0	9.30926034926e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.000315701472573	0.000171044783201	0.0	9.45948122535e-05	0.000284706184175	9.057684656e-05	0.0	0.000211007383768	2.50834091275e-05	0.0	0.000263974390691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000243897113251	0.0	5.58823376196e-06	0.0	0.0	2.52681438724e-05	0.0	1.41781147249e-05
INS-repeats_2_3	0.0	2.91291580652e-05	0.0	0.0	0.0	0.0	1.80013848876e-05	0.0	0.0	4.95028107252e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000401485594921	0.00028171192389	0.0	0.000219545749133	0.000368332955986	0.000233141850913	0.0	0.000180039787665	0.000194178413949	0.0	0.000369390007108	2.24899158638e-05	0.0	0.0	0.0	0.0	2.89488689305e-05	0.0	0.000270811695373	0.0	4.34062458226e-05	0.0	0.0	0.0	0.0	0.0
INS-repeats_2_4	0.0	4.75289780297e-05	0.0	0.0	0.0	1.32485465656e-05	2.77561302937e-05	0.0	0.0	0.000346428714693	0.0	0.0	0.0	0.0	0.0	0.0	0.000562644214369	0.000955277530011	0.0	0.000575264741201	0.000687014777213	0.000781397218816	0.0	0.0	0.000812179758213	0.000515387277119	0.000562238390557	0.00019274931401	0.0	0.0	0.0	0.0	0.0	0.0	0.00071706448216	0.000585917092394	0.000281833694316	0.0	0.0	0.0	4.67688732897e-05	0.0
